text,label
"""Don't Thanks but I'm ignoring ou ruined
you for a REASON!
ITS NTA BAY NG NOT
DENT IT
PIECE OF
hook
No Thanks!
MEAT
We REAL MEN You need od sutsik You to oving YOUR
THE RIGHT WAY
DON'T TELL
BODY
ME TO SMILE.
You are Bot entitled to my body I'm not here for your
ENTERTAN
MENT
MY
day.
There is a ban inside this
BODY
There is a heart inside this
BODY
BUT
A Female's FRAME Reserves 2B Called. BY HER NAM
Boys may be boys.... REAL MEN do not catcall!
WOMEN
WOMEN
I AM NOT YOUR GHADA DOLL ASIAN FETISH
BABY
I AM NOT PUBLIC
SPACE
NO SOY TU ROPIEDAD
S CONTROL DE CUERPO
STOP TELLING WOMEN
TO SMILE
I AM NOT HERE FOR YOU",ham
"
WARNING
UTY OF THE
RINGSIDE
877-4-BOXING
www.RINGSIDE.COM",ham
"
Best stock Pick for this Year!
Get ARSS First Thing Monday, This Is Going To Explode!!!
Trade Date:
Monday, October 16, 2006 AMEROSSI EC INC (ARSS.PK) ARSS.PK
Oil and Gas Industry
Company:
Stock:
Category:
Region:
Current Price:
1 Week Target:
$8
United States, Europe and Russia
$4.10
Recommendation: Strong Buy
Expectations:
Max
If You've been alive over the past few years you know that any stock can move given the right circumstances. As soon as an alert is issued almost instantly the market goes Bolistic ! Take advantage of the current price on ARSS, we expect to see it begin climbing Monday Morning in anticipation of BIG NEWS. We fell you could see 200-300% Gains ...
When this Stock moves - WATCH OUT! This is your chance to get in before it BLOWS. Big watch in play this Monday morning ! Put ARSS on your radar's now.",spam
"
Cialis
Viagra
When you need it now
When you need it later",spam
"
Southridge Ethanol Inc
WATCH SORD TRADE AS MASSIVE PR CAMPAIGN CONTINUES.
THIS ONE IS SURE TO BE SEEN BY MILLIONS OF INVESTORS!
GET ON THE TRAIN BEFORE IT LEAVES!
ADD SORD TO YOUR RADAR ON FRIDAY OCT 27!
Headlines
Oct 26, 2006
Southridge Enterprises, Inc. Analyst Report
Oct 25, 2006
Robert Hamlin Named to Southridge Board
Oct 19, 2006
SORD.OB
Market Info
Company Name:
SOUTHRIDGE ENTERPRISES
Symbol: SORD.OB Thurs Close:
$1.57 0.15 (9.55%)
Change:
""Up 9.55% on Thursday alone!"" 3-Day Target:
$4
Recommendaiton: Strong Buy
Southridge Enterprises Retains Investor Relations Firm
Oct 17, 2006
Southridge Enterprises Selects Stockwire to Expand Investor Community Exposure ""Visit your favourite financial site to read the complete articles",spam
"
ICECREAM
Money roll flavor
M
""Lets HAVE SOME",ham
"
Drugstore with 80% discount! Super HIGH-QUALITY medication! BEST prices!
Type www.patcan.com to enter!
The list of drugs include:
=> Sexual Performance pills like Viagra, Levitra, Cialis => Anti Depressants like Valium, Xanax, Ambien, Prozac Diet Pills like Meridia, Hoodia, Lipothin, HGH
=> Pain Relief medicines like Soma, Celebrex, Vioxx and just about any other medication prescribed by physicians.
WWW.PATCAN.COM",spam
"
Dear Sir,
When choosing a penis enlargement method, there are many MANY options these days. But very few are worth the money. In fact, most are full blown scams!
Penis Growth Patches are the newest, safest and absolutely most potent patch you can buy.
No other patch even comes close to duplicating the results found with our Penis Growth Patch. You won't have to take pills, get under the knife to perform expensive and very painful surgery, use any pumps or other devices. No one will ever find out that you are using our product.
Just apply one patch on your body and wear it for 3 days and you will start noticing dramatic results.
Millions of men are taking advantage of this revolutionary new product - Don't be left behind!
We ship worldwide! CLICK HERE, and get superb discounts!",spam
"
EVISION
wth & York..
METAMENTING
ORION
TELEVISION
PATERNITY COURT
79th & York ENTERTAINMENT
ORION
TELEVISION
COURT
PATERNITY COURT
79th & York.
ENTERTAINMENT&so
PATERNITY
COURT
ORION
TELEVISION
PATERNITY COURT
79th & York
TELEV
7
ORION PATERNITY COURT
TELEVISION
79th & York
ENTERTAINMENT
79th & York ENTERTAINMENT
TELEVISION
ORION PATERNITY COURT
79th & York
ORION PATERNITY COURT
TELEVISION
79th & York 7
79th & York. ENTERTAINMENT &
ORION PATERNITY COL
TELEVISION
ork..
PATERNITY COURT
ORION
TELEVISION
TERNITY
OURT
79th & York.. ENTERTAINMENT
ORION PATERNITY COURT
TELEVISION
79th & York. A
ENTERTAINMENT
PATERNITY COURT
ORION
TELEVISION
RNITY IRT
79th & York.
79th & York..
ORION PAT C
TELEVISION
79th & You ENTERTAINMEN
ORION
TELEVISION
PATERNITY
79th & ENTORSAR
ORION COURT
TELEVISION
79th & York.. ENTERTAINMENTROMO
ORION PATERNITY
TELEVISION
79th & York
COURT
N
79th & York. A
ORION PATERNITY
TELEVISION
PAT
COURT
TERNITY RT
79th & York
ORION
TELEVISION
ANITY
ORION COURT
TELEVISION
79th & York
ORION
TELEVISION
PATERNITY COURT
79th & York.
ERNITY JURT
79th & York
ORION
PATERN
TELEVISION
ORION
ORION
TELEVISION
79th & York ENTERTAINMENTERED
PATERNITY COURT
ORION
TELEVISION
PATERNITY COURT
79th & York.
OR
TELE
79th & York ENTERTAINMENT
PATERNITY COURT
TELEVISION
79th & York. ENTERTAINMENT
ORION PATERNITY
TELEVISION
COURT
PATERNIT COUR
ORIC
TELEVIS
79th & 1 ENTERTA
?
JON
ORION
PAT
th & York
PATERNITY
79th & York:
ORION
TELEVISION
COURT
PATERNITY
ORION COURT
ELEVISION
79th & York
PATERNITY
ORION COURT
791",ham
"
# QEGY.OB # QEGY.OB # QEGY.OB # QEGY.OB #
Get QEGY First Thing Today, This Is Going To Explode!
Check out for HOT NEWS! The alert is ON!
QUANTUM ENERGY INC (QEGY*)
Current Price: $3.05 GET IT NOW!
3-day Target: $10-$12
Recommentation: STRONG BUY
OEGY News: October 18, 2006 (New Well Now in Production) The company is pleased to announce that the Inglish #5 well in the Barnett Shale has exceeded expectations in its initial production stage.
QEGY.OBIS GAINING MOMENTUM! GET IT RIGHT NOW!! ADD QEGY.OB TO YOUR RADAR ON 26 OCTOBER!
# OEGY.OB # QEGY.OB # QEGY.OB # QEGY.OB #",spam
"
BullsEye Financial Weekly Report October Issue:
Make no mistake, our mission at BullsEye Financial is to sift through the thousands of underperforming companies out there to find the golden needle in the haystack. The micro-cap diamond that can make you a fortune. More often than not, the stocks. we profile show a significant increase in stock price, sometimes in days or hours, not months or years. We have come across what we feel is one of those rare deals that the public has not heard about yet.
Monday, Oct 2, 2006
BOGUE INTERNATIONAL (BGUE.PK) BGUE
Trade Date:
Company:
Ticker:
Current Price:
$0.50
Short Term Target Price:
$1.50
Long Term Target Price: $2.50
Recommendation:
STRONG BUY
News Released at close Friday!
Brokers and Day-Traders are gonna be scrambling Monday Morning. Don't let them beat you to the punch, get in EARLY on Monday morning!!! We all know that in the this business it's the big announcements that makes these explode!
Good Luck and Trade at the TOP!!!",spam
"
WE HAVE A RUNNER!
COULD THIS BE THE NEXT
M?
ALL SIGNS SHOW THAT LITL IS ABOUT TO EXPLODE!
WATCH LITL LIKE A HAWK STARTING Tuesday AUGUST 22nd!
Company Name: L INTL COMPUTERS INC (Other OTC:LITL.PK)
Stock Symbol: LITL
Friday Cloze: 0.64
1-day Target:
1.50
Current Rating: Strong Buy
LITL STRIKES A MAJOR DEAL:
L International Computers Inc., a renowned manufacturer of high-performance computers and personal technology, today announced a purchasing/distribution agreement with Stampede-US. This strategic alliance provides ""L"" with a competitive edge in directly accessing and deal-making with high-tech electronics manufacturers and research partners such as Hitachi, Infocus, Mitsubishi, NEC, Samsung, Sharp, Toshiba, Viewsonic, Christie, Optoma, Cambridge, Denon, and Navitar. As ""L"" expands its reach in the high-end computing, personal electronics, industrial and professional audio visual integrated systems markets, the new alliance with Stampede-US provides the corporation with a premium relationship for the marketing of its products. It also presents ""L"" with a leading competitive edge in large-volume purchasing of components and finished products.
Industry recognized for its value added distribution and sales network, Stampede is a leading name in the high-end presentation, HT and large venue corporate display markets providing a complete range of products and brand names from the world's leading brands in the audio visual computer and home theater industries in the United States, Canada, and Latin America. Uniquely recognized nationally and regionally for its commitment to excellence, Stampede has rapidly expanded with offices and distribution warehouses in Buffalo, Miami, Montreal, Phoenix, Seattle, and Toronto.
OPPORTUNITY DOES NOT KNOCK ON THE DOOR EVERY DAY! SO ADD LITL TO YOUR RADAR NOW AND WATCH IT SOAR!",spam
"
WINDSOR GREAT PARK
BE TICK AWARE
What are ticks and where can you find them?
Ticks are small, spider-like creatures that can carry organisms which may cause illness in humans and animals, including Lymes disease. They prefer moist areas with dense vegetation or long grass. They are usually found in woodland, grassland, moorland, heathland and can be found in parks in which deer live. Ticks are most active between late Spring and early Autumn.
Prevention.
Take these simple steps to avoid coming into contact with ticks:
•Walk on clearly defined paths.
• Avoid dense vegetation.
. Check yourself for ticks regularly.
• Use an insect repellent.
If you have been bitten.
. Remove the tick as soon as possible.
• Use a pair of fine-tipped tweezers, or a tick removal tool.
• Disinfect the tick bite.
• Keep an eye on it for several weeks for any changes and contact your GP if you feel unwell and remember to tell them that you were bitten by a tick.
For more information, go to www.nhs.uk/Conditions/Lyme-disease
THE CROWN Gi? ESTATE",ham
"
Do not click, just type http://www.NewRX.org in address bar of your browser, then press Enter Key
Welcome - Microsoft Internet Explorer
File Edit View Favorites Tools Help
Back
Address
http://www.newrx.org
Search
Favori
Go
Lowest Price Guarantee & Fast Delivery
Viagra
Cialis
Phentermine
$2.00 per pill Viagra ST
$2.00 per pill
$4.79 per pill
Cialis ST
Soma
$2.89 per pill
$2.89 per pill
Valium
Ativan
$2.44 per pill Meridia
$2.00 per pill
Xanax
$3.25 per pill Ambien
$2.00 per pill
$2.00 per pill
$2.89 per pill Nexium
$3.17 per pill",spam
"
THERE IS HOPE MAKE THE CALL
THE CONSEQUENCES OF JUMPING FROM THIS BRIDGE ARE FATAL AND TRAGIC.
O
O",ham
"
Get QEGY First Thing On Monday Oct 23, This Is Going To Explode! Check out for HOT NEWS!!! The alert is ON!!!
Trade Date:
Company:
MONDAY, OCTOBER 23, 2006 QUANTUM ENERGY INC (QEGY)
Current Price: $3.12
GET IT NOW!
QEGY News: October 18, 2006 ( New Well Now in Production )
WOW WOW WOW !!!
The company is pleased to announce that the Inglish #5 well in the Barnett Shale has exceeded expectations in its initial production stage. The well came into production on October 12, 2006 and has produced 2355 barrels of oil and 5,245,000 MCF of gas in six days of production. This well has averaged 390 Bbls of oil per day ...
Use you brokerage site to get the rest of this exciting release and watch this fly on Monday!",spam
"
Attention Dog Guardians
Pick up after your dogs. Thank you..
Attention Dogs Grrrrr, bark, woof. Good dog.
District of North Vancouver. Bylaw 5981-11(1)",ham
"
To All Investors Looking to HIT BIG !!!
The Chinese dragon is wide awake and the region is awash in opportunities. With LVCC strong management team and proven track record we expect some very positive news reports throughout this week to push the share price through the roof!
Trade Date: Tuesday, November 14, 2006
Company:
Las Vegas Central Reservations Corp
$0.60
Symbol:
LVCC
Price:
Projected:
$1.50
Rating:
10/10
After a minor pullback lastweek, we are certain to see a rise of over 200% over the next week. There is no reason you should not allow yourself to benefit from a big break. Don't let this one slip by.
This company is none other than LVCC. LVCC is specialized in resource ventures for travel purposes. An incredible breakthrough is coming out of the company and will be backed up with a smashing publicity blitz.
Enjoy the ride, see ya at the top...",spam
GOLF GTI GTI,ham
"
Niki",ham
"
PROISEACT NAN EALAN the gaslic arts agency
AM Mod Пàiseanta Rioghail",ham
"
GET ON IT NOW BEFORE IT'S TOO LATE! WATCH GDKI TRADE ON MONDAY - ACT NOW!
GDKI IS TRADING AT A HUGE DISCOUNT - CHECK IT OUT NOW!!!!
COMPANY NAME:
GOLDMARK INDUSTRIES (Other OTC:GDKI.PK)
SYMBOL:
GDKI
PRICE:
$1.05
52 WEEK HIGH:
$9.15
3-DAY TARGET:
4-WEEK TARGET:
$2.50 $5.25
GDKI IS ON ITS WAY UP! WATCH IT GO THROUGH THE ROOF!
GDKI RELEASES BREAKING NEWS!
* Goldmark's VP, and Hip Hop Legend, Frost Supports Marine Corps with Performance at Yuma Air Station Tonight * Goldmark Signs Multi-Picture Development Deal with RAD Pictures
* Frost's Remix of His Groundbreaking Single, 'La Raza' is Currently on High Rotation Throughout the Nation
WHO IS GDKI?
Goldmark Industries is committed to providing the best in all forms of urban entertainment to the 45 Million Hip-Hop consumers in North America. The average North American spends more on entertainment than they do on health care and clothing, making entertainment the most attractive industry for investors and advertisers alike.
GET ON THE MULTIBILLION DOLLAR INDUSTRY - DON'T LET THIS OPPORTUNITY PASS YOU BY!",spam
"
*** For Immediate Release ***
Physicians Adult Daycare (SYMBOL: PHYA.PK) is set to explose on Monday 01/29/07
ALL SIGNS POINTING TO BULL MARKET ON THIS ONE CALL YOUR STOCK BROKER TO GET MORE
INFORMATION
COMPANY: Physicians Adult Daycare, Inc. SYMBOL: PHYA.PK
FRIDAY CLOSE; 1,01
5-DAY TARGET: 1.50 30 DAY TARGET: 3.25
RECOMMENDATION: BUY AND HOLD
RECENT HEADLINES:
1. Physicians Adult Daycare Finds Validation North of the Border
2. Physicians Adult Daycare Pursues Expanding Canadian Opportunities
3. Canadian Employers Adopting Adult Daycare Model
DISCLAIMER: This release contains
forward-looking statements. This is not an offer to buy or sell any securities,",spam
"
MISSIONE Muhammed Al
my mind can conceive i and my heart.can believe it, then 1 Cure achi
Up
1942",ham
"
Lowest Price Guarantee Fast Delivery
For More Information
Do not click, type in your browser www.BBBrx.org
• Viagra 100mg $2.00
Cialis 20mg $2.00
Viagra ST 100mg $2.89
Xanax 1mg $2.00
⚫ Cialis ST 20mg $2.89 Valium 10mg $2.00
For More Information
Do not click, type in your browser www.BBBrx.org",spam
"when she stood
& TALL
she stood
8",ham
"
KGLJ TAPS NATURAL GAS!
THIS ONE IS A DEFINITE RUNNER!
WATCH KGLJ LIKE A HAWK ON TUESDAY, SEPTEMBER 26 !
Trade Date:
Company:
Symbol:
Mon Close:
5-Day Target:
Tuesday, September 26, 2006
KINGSLAKE ENERGY INC
KGL J
$7.06 (Up from Previous Day! )
$20
30-Day Target: $50
Analysis:
Under $20: Strong Buy
Over $35: Moderate Sell
KGLJ Announces The Find of Natural Gas:
Kingslake Energy, Inc. (OTC: KGLJ News) is pleased to announce that the Company has acquired two
drilling projects in Kentucky. The first well drilled on its Todd County project encountered a 90-foot section of Black Shale with significant natural gas shows. A review of the seismic data will facilitate a drilling program to explore the 1,000-acre lease.
GET ON THIS ONE NOW! DON'T BE A BYSTANDER AND WATCH THIS OPPORTUNITY PASS BY!
COULD THIS BE THE NEXT EXXON? WATCH IT TRADE ON TUESDAY, SEPTEMBER 26 AND BE SURPRISED!",spam
"
Hot Stocks-Investor ALERT!!!!
COMPANY: Greater China Media & Entertainment Corporation. Timing is everything!
Profits of 200-300% EXPECTED 10/2/2006
TRADING SYMBOL: GCME.OB Opening Price: $1.00
7 Day Target: $3.50
BREAKING NEWS:
Greater China Media and Entertainment Corporation Signs Agreement for Joint Venture With Beijing Talent Agency, Star Agency
BEIJING, Sept. 7 /PRNewswire-FirstCall/ -- Greater China Media and Entertainment Corporation (OTC Bulletin Board: GCME - News), a publicly traded company that has recently expanded into the media and entertainment industry in China, is pleased to announce that the Company has signed a letter of intent to form a joint venture with Beijing Star Agency Ltd. (""Star Agency""), a talent agency company based in Beijing.
Star Agency has headquarters in Beijing. They are specializing in promoting, training and managing signed entertainers, as well as finding and managing talent for films, TV shows and commercials. The general manager and the founder of Star Agency has over 9 years experience running TV shows and being a hostess in major TV channels in China, including CCTV and Beijing TV. At present, the entertainers signed up with Star Agency are all professionals graduated from art colleges in China. They have their own strengths and enjoy great popularity in the film and television circle. Many of them are acknowledged by famous producers, directors and specialists as new performers with great potential.
According to the letter of intent signed by the Company and Star Agency, the two companies will invest a total of US$125,000 (1 million rmb) to set up a joint venture in China. The Company will invest US$72,500 (0.6 million rmb) and own 60% of the joint venture as well as control the Board of Directors. Star Agency will invest the remaining $50,000 and own 40% of the joint venture. The joint venture will makes full use of Greater China Media & Entertainment's film, television and advertising projects, realizing the mutual benefits of sharing resources between branch and subsidiary companies and with cooperative partners. In the future, the joint venture will enlarge its business to represent directors, writers and singers, as well as performers and artists from other related fields.
The Company recently changed its name to Greater China Media and Entertainment Corporation, with the intent to enter the Chinese media and entertainment industry. In the first step towards this goal, on June 14, through a wholly owned subsidiary, the Company signed an agreement to set up a joint venture to become Greater China Film and Television Production Company. On July 29, 2006, the Company signed an agreement to set up a joint venture for Greater China Sales and Advertising Agency. The joint venture agreement with Star Agency represents the next step in the Company's involvement in the media and entertainment industry in China. The new joint venture will become Greater China Talent Agency.
A $1,000 dollar investment could yield a $5,000 dollar profit in just one trade if you trade out at the top. GCME should be one of the most profitable stocks to trade this year. In this range the stock has potential to move in either direction in big wings. This means you should be able to buy at the lows and sell at the highs for months to come.
IF YOU ARE RECEIVING THIS EMAIL, YOU ARE AMONG THE FIRST PUBLIC INVESTORS TO KNOW ABOUT GCME !!! WE WISH YOU LUCK AND REMEMBER THE SAYING, TRADE AT THE TOP!!!
Read about this fantastic company now @ http://www.greater chinamedia.com/",spam
"
TEUSCHER CHOCOLATIER
teuscher
teuscher
Chores of S",ham
"
THIS GOLDEN STOCK IS SURE TO PUT GOLD IN YOUR POCKETS! WATCH GDKI MAKE A MOVE ON MONDAY OCTOBER 9 !
Company Name: GOLDMARK INDUSTRIES (Other OTC:GDKI.PK)
Symbol:
Price:
GDKI
$2.80 (Up Over 35% on Thursday and Friday!) 6-day Target: $15
GET IN NOW BEFORE THE HEAVY PR CAMPAIGN BEGINS! THIS GEM WILL POST STRONG GAINS NEXT WEEK!
GDKI RELEASES BREAKING NEWS:
- Frost Appears in Music Video for Snoop Dogg's Brand New Hit Single ""Vato""
- Goldmark Music Executive VP Arturo R. Molina Jr. (Frost) Set to Speak at Russell Simmons' Los Angeles Hip-Hop Summit This Saturday September 30, 2006
READ MORE ONLINE NOW!
THE ENTERTAINMENT INDUSTRY HAS NEVER BEEN SO HOT! DON'T SIT BACK AND WATCH THIS OPPORTUNITY PASS BY! WATCH GDKI MAKE A MOVE ON MONDAY OCTOBER 9 !",spam
"
ATTENTION ALL DAY TRADERS AND INVESTORS! GET ON AMSN! INVESTOR ALERT! DON'T MISS ANOTHER RUN ON AMSN!!!
SOMEBODY KNOWS SOMETHING!!!
Date: Friday, September 1, 2006 Company: AMEROSSI INTL GRP Ticker: AMSN
Thursday Close Price: $0.003 Thursday's Volume: 119,836,469 Best Case Scenario: $0.03 Recommendation: STRONG BUY Price Increase Expectation: Max
Get on AMSN First Thing on Friday!!! Here comes the REAL BIG ONE!
All signs show that AMSN is going to EXPLODE!
Conclusion:
The examples above show the awesome, earning potential of little known companies that explode onto invsetor's radar screens. Many of you are already familiar with this. AMSN has already shown price growth up, it will BOOM THIS FRIDAY AGAIN!
Is AMSN poised and positioned to do that for you? Then you may feel the time has come to act...
WATCH AMSN LIKE A HAWK ON FRIDAY.",spam
"
TRADE ALERT!
WEDNESDAY AUGUST 9, 2006
ASI Entertainment
CELL PHONES ON AIRPLANES! (News: 7/27/06)
Symbol: ASIQ
Price: $0.26
TUESDAY'S VOLUME: 354,515
IS MOMENTUM STARTING TO BUILD FOR THIS STOCK?? CHECK IT OUT RIGHT NOW!!
CONTRACTS WITH SAUDI AIRLINES AND AIRONE IN PLACE!!
READ ON, YOU ARE ABOUT TO BE INFORMED!!
THE NEWS: (7/27/06) GO READ THE FULL STORY NOW!
1)ASIQ Invention Makes Cell Phones Safe for Use In-Flight and No Annoying Voice Calls- Applied for a patent for a new concept that allows cell phones to be operated in-flight, without interfering with the aircraft's avionics and the ground networks and eliminates the problem of annoying voice calls.
IMAGINE IF THE TOP BLOWS OUT AND ASIQ GOES THROUGH THE ROOF!
YOU MAY OR MAY NOT KNOW A LOT ABOUT INVESTING, BUT WE'RE SURE YOU CAN COUNT!
Information within this report contains forward looking statements within the meaning of Section 27A of the Securities Act of 1933 and Section 21B of the SEC Act of 1934. Statements that involve discussions with respect to projections of future events are not statements of historical fact and may be forward looking statements. Don't rely on them to make a decision. Past performance is never indicative of future results. We have received two hundred fifty thousand free trading shares from a third party, not an officer, director or affiliate shareholder. We intend to sell all two hundred fifty thousand shares now, which could cause the stock to go down. This company has: negative cash flow from operations, no revenues in its most recent quarter, an accumulated defecit, nominal cash, a going concern opinion from its auditor, nominal net worth, and a reliance on cash advances from related parties (related party transactions). A failure to finance could cause this company to go out of business. This report shallnot be construed as any kind of investment advice or solicitation.",spam
"
DURHAM LIONS LENNY & JOE'S CLAM CHOWDER
ECC CANDWICHEC
E'VE GOT THE BEEF OUNGE ANGUS
H",ham
"
We want to congratulate all of our members who read our ARSS Trading Alert on Monday. We think the fun is just beginning with this stock!
Trade Date:
Company:
Ticker:
Monday Open:
Tuesday, October 24, 2006
AMEROSSI EC INC (ARSS.PK)
ARSS $2.05
Monday Results: ARSS UP $0.55 (26.83%)
Monday Volume:
205,793
Current Price:
$2.60
5-Day Target:
-
3-Week Target:
$4.00 $5.50 $12.00
Rating:
10(10)
Recommendation: STRONG BUY
News Release:
Amerossi EC Inc. Announces Initial Marketing of Drilling Program.
Conclusion:
These recommendations are investment opinions of Market-Pulse.com and reflect the stock's potential to move over the next one to three weeks of trading. This analysis is done from a technical and fundamental perspective.",spam
"
im to
Chicago
Board of Election Commissioners BALLOT RECEIPT
NOVEMBER 7, 2006
GENERAL ELECTION THANK YOU FOR
VOTING!",ham
"
Various medications for any case! Lowest prices you can find anywhere!
You need to buy lots of meds, but you don't want to pay a good deal of money? Do you want to save your money and get high-quality medications? I bet you do! The only place you can find any high-quality meds at lowest prices is
MyCanadianPharmacy store!
The same pills you can find at United States drug store but here you'll pay less.
CLICK HERE FOR DETAILS!!!!!",spam
"
GDKI.PK IS POISED TO EXPLODE!
THIS ONE COULD RUN BACK TO $3.00 IN THE NEXT 48 HOURS!!!
WE KNOW YOU HAVE WATCHED IT NOW IS THE TIME TO DO SOMETHING! GDKI IS TRADING AT A HUGE DISCOUNT - CHECK IT OUT NOW!!!!
COMPANY NAME:
GOLDMARK INDUSTRIES (Other OTC:GDKI.PK)
SYMBOL:
GDKI
MONDAY CLOSE:
$1.41
52 WEEK HIGH:
$9.15
3-DAY TARGET:
$2.50
4-WEEK TARGET:
$5.25
GDKI IS ON ITS WAY UP! WATCH IT GO THROUGH THE ROOF!
GDKI RELEASES BREAKING NEWS!
*Goldmark's VP Frost Performs At Lowrider Show with Scoop Deville and Hip Hop Superstar Baby Bash October 21, 2006 In Imperial, CA *Goldmark's VP, and Hip Hop Legend, Frost Supports Marine Corps with Performance at Yuma Air Station Tonight
*Goldmark Signs Multi-Picture Development Deal with RAD Pictures *Frost's Remix of His Groundbreaking Single, 'La Raza' is Currently on High Rotation Throughout the Nation
WHO IS GDKI?
Goldmark Industries is committed to providing the best in all forms of urban entertainment to the 45 Million Hip-Hop consumers in North America. The average North American spends more on entertainment than they do on health care and clothing, making entertainment the most attractive industry for investors and advertisers alike.
GET ON THE MULTIBILLION DOLLAR INDUSTRY, DON'T LET THIS OPPORTUNITY PASS YOU BY!",spam
"
3
ROM
THANKYOUCHANNE",ham
GAME CHANGER AHEAD,ham
"
W
Winvest
",ham
