text,special_ratio,number_ratio,url_count,upper_ratio,blank_ratio,crlf_ratio,Noun,Pronoun,Verb,Adjective,Adverb,avg_word_sentences,avg_char_sentences,avg_word_paragraphs,avg_char_paragraphs,label
"
Explosive pick for our members.
A Massive PR Campaign is Starting Now! MAJOR NEWS IS OUT!!!
Trade Date: Monday, September 18, 2006
Company: LAS VEGAS RESERVATIONS
Ticker: LVCC
Current Price: $1.25
5-Day Target: $4.00 $6.00
Get in now!!!
Could this company be the next PFIZER?!
We focus on stocks that have great potential to move up in price!!! LVCC is a high growth issue and should be purchased by stock traders and those that can afford to make quick money on these fast moving issues. GET IN NOW!!! You know the old saying, buy the rumor and sell on the news. Big watch in play this Monday morning!
Just do yourself a favor and watch LVCC Monday morning, and don't say we didn't tell you...I hope you're having a wonderful day. How about we switch things up and have a cooking session tomorrow? We can experiment with new recipes and enjoy a homemade feast.

I'll bring the ingredients for a couple of dishes, and you can do the same. It'll be a culinary adventure filled with laughter and deliciousness.

Let me know if you're game. I'm looking forward to sharing some kitchen fun with you!",0.26358313544642537,0.07968798190603475,0,0.09848115906317445,0.825707984514185,0.15432292977598794,0.27983539094650206,0.06995884773662552,0.16872427983539096,0.06172839506172839,0.02880658436213992,0.07963800904977378,0.0487566127660485,0.08372978116079924,0.0719722867952049,spam
"
Welcome to
MAGNAGA WATERS
BEACH RESORT
TANDUAY World Class RHUM
Magnaga Waters BEACH RESORTHello Love,
I want you to know how deeply grateful I am for your presence in my life. You've brought so much joy, laughter, and love into my world. I cherish every moment we share and look forward to our future together.",0.10586015852507359,0.0,0,0.22633658049543084,0.7653627526823853,0.21684350132625996,0.3387096774193548,0.16129032258064516,0.12903225806451613,0.06451612903225806,0.06451612903225806,0.13846153846153847,0.1032099663544603,0.06945765937202664,0.06030356898673595,ham
"
Hey,
Congratulations! You are invited to receive a $500 shopping spree at Abercrombie & Fitch
with participation!
Please Confirm Your Zip Code Now
We are trying to reach you in order to deliver your Abercrombie & Fitch offer!
Click Here and Confirm By February 14, 2007 11:59:59 PM EST.Hi jane,

I have an idea for a collaborative project. Are you interested in bringing our creative minds together?",0.18230740358449846,0.14556338028169014,0,0.07580287247541281,0.7181210569054906,0.22551724137931034,0.3684210526315789,0.09210526315789473,0.09210526315789473,0.039473684210526314,0.039473684210526314,0.08799999999999998,0.07029189779030645,0.03877259752616556,0.0354163817858608,spam
"
QUANTEX CAPITAL CORP (Other OTC:QCPC.PK) Current Recommendation: Strong Buy
Symbol: QCPC Price: $0.36
Target: $2
Market: Bullish
News: Quantex Capital Corporation: Samlex America Sign US Distribution
GREAT STOCK, GREAT PR, GREAT MIXTURE! WATCH QCPC EXPLODE ON THURS, FEB 1!Hello Team,

Please be advised that our meeting will take place on October 9 at near coffee shop. The agenda will be sent out soon.",0.29986743387429426,0.11980525126065032,0,0.3457545903820834,0.6395439602260764,0.22273307790549168,0.49411764705882355,0.011764705882352941,0.08235294117647059,0.058823529411764705,0.011764705882352941,0.20923076923076922,0.14549422569791762,0.03591817316841104,0.03664706686722275,spam
"
- CLICK TO THE PICTURE-
Only Best quality products!
PRODUCTS:
***
Super Viagra(NEW)
***Leveitra
***
*** Cialis ***Fermeine Propecia *** Ambieen ***Valiuem *** Xanax *** Somea
- CLICK TO THE PICTURE-
http://wefunidecin.comHi John,

I came across chance that I thought might interest you. Check it out: www.kaskdas2.com.",0.8276730802964166,0.030420769128879862,2,0.24158052023924287,0.4692438873039871,0.4241703599610853,0.6962025316455697,0.05063291139240506,0.06329113924050633,0.012658227848101266,0.0,0.19076923076923075,0.10639265254160225,0.024500475737392963,0.02707507178996308,spam
"
They fly
Whooper Swans
Our star winter attraction!
Wing span 2.5m (12ft) Weight 11kg (24lbs) over 650miles from
Iceland in about 12 hours to get here.
They fly at an altitude of 8000 (24,000ft) at speeds of around 55mph in temperatures as low as 20吏퇒 Nesting: 1 brood, April-June, 5-8 egDear jenny's parents,

We're excited to announce an upcoming school event, jjsad, which will take place on January 12 at 12:00 pm. This event aims to cooo

Please mark your calendars and encourage your child to participate. We believe it will be an enriching experience for everyone.

More details will be shared as the event date approaches. We look forward to your support and attendance.",0.20267906876152234,0.2576343013835224,0,0.02421497422116884,0.760611978770791,0.19957277998169057,0.25,0.07352941176470588,0.16911764705882354,0.03676470588235294,0.029411764705882353,0.12703296703296701,0.09301237999974019,0.031993339676498575,0.028305756871325038,ham
"
JANUARY 2008
TAPLESHello gorlila,

Are you ready to win? Your winning opportunity is right here ??don't let it slip away.

Claim now www.helloform34k.com!",0.32264521981109895,0.12521581099500229,1,0.13092047066745885,0.5344187442950437,0.43648498331479424,0.23333333333333334,0.1,0.2,0.03333333333333333,0.16666666666666666,0.016923076923076923,0.014094753114485768,0.0019029495718363473,0.0018688180865126037,spam
"
Best stock Pick for this Year!
Get ARSS First Thing Monday, This Is Going To Explode!!!
Trade Date:
Company:
Stock:
Category:
Region:
Current Price:
Monday, October 16, 2006 AMEROSSI EC INC (ARSS.PK) ARSS.PK
Oil and Gas Industry
United States, Europe and Russia $4.10
Recommendation: Strong Buy
1 Week Target:
$8
Expectations:
Max
If You've been alive over the past few years you know that any stock can move given the right circumstances. As soon as an alert is issued almost instantly the market goes Bolistic! Take advantage of the current price on ARSS, we expect to see it begin climbing Monday Morning in anticipation of BIG NEWS. We fell you could see 200-300% Gains ...
When this Stock moves - WATCH OUT! This is your chance to get in before it BLOWS. Big watch in play this Monday morning! Put ARSS on your radar's now.Subject: Exclusive Bonus Inside: Your Fitness Equipment Purchase

Hello Amanda,

We appreciate your recent fitness equipment purchase. As a token of our gratitude, we're excited to offer you an exclusive bonus: a personalized workout plan created by our expert trainers. This bonus will enhance your fitness journey and help you achieve your goals.

To claim your bonus, simply follow the instructions in the attached document. Thank you for choosing FitLife Gear!

Best regards,
David
FitLife Gear

Remember, using real and personalized information in your emails can make them more engaging and relatable to your audience.",0.1996649880333956,0.053430008820992025,0,0.10631219173957657,0.6999077471778284,0.2328120179414766,0.3684210526315789,0.08771929824561403,0.11578947368421053,0.05964912280701754,0.028070175438596492,0.12307692307692307,0.09293443666454487,0.047811607992388205,0.04512511964993846,spam
"
ST PHILIP
ST PHILIP
EDFORD
HAH 432
715
KEOFORD 500Subject: Unleash Your Creativity with Watercolor Painting

Hello Sophia,

Ready to paint with the colors of your imagination? Our Watercolor Painting classes provide step-by-step guidance for creating stunning watercolor artworks.

Let your colors flow,
Alexandra
AquaArtStudio",0.09920099083697038,0.08875815870834765,0,0.18281732780020188,0.40764569929414696,0.481286795626577,0.52,0.08,0.1,0.02,0.0,0.10153846153846155,0.11003000818405019,0.007017126546146528,0.009161766716805688,spam
"
Thud
The stupid. It burns.
A Thud Shirts Adaptation
Copyright Thud Shins 2012Act immediately to save big on insurance premiums. Compare rates and secure the lowest prices ever. Don't delay!",0.16149174663222757,0.05107487027427724,0,0.07700650725529347,0.6299666963648737,0.23738656987295825,0.2777777777777778,0.027777777777777776,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.014153846153846154,0.013003546421751389,0.033777354900095154,0.03377546834404485,spam
"MAXVILLE LAKE
WINERY-
ValleySubject: Our Love Story Continues

My Darling Gwen,

Our love story is a masterpiece in the making. Each chapter filled with love, laughter, and moments that take my breath away. I treasure the day we met, the first date that made my heart race, and the countless adventures we've embarked on together.

With you, every day feels like an exciting new chapter. I can't help but feel lucky to have you by my side as we navigate this beautiful journey of life. You inspire me, support me, and love me in a way that leaves me in awe.

As we continue to grow and evolve, I'm excited to see what the future holds for us. I know that with you, it will be nothing short of amazing. Your love is my anchor, my motivation, and my greatest joy.

No matter where life takes us, always remember that my love for you is unwavering. You are the love of my life, my partner in crime, and my confidant. I look forward to creating more beautiful memories together, writing more chapters of our love story, and cherishing every moment.

Forever and always,",0.1693098337504514,0.0,0,0.03790250407795038,0.8706736263668586,0.14822729480330257,0.2422907488986784,0.16299559471365638,0.14977973568281938,0.048458149779735685,0.039647577092511016,0.1088757396449704,0.07232741796713789,0.030311268179964664,0.023890918325486902,ham
"
Here at World Stock Report we work on what we here from the street. We Told you to WATCH ARSS and now its starting its CLIMB.
TRADING ALERT!
Profits of 300-400% EXPECTED!
Trade Date :
Company Name :
Symbol :
Category: Region :
Opening Price Monday: Current Price: Friday's Volumn:
Monday's Volumn:
3 Weeks Target : Expectations :
Tuesday, October 17, 2006
AMEROSSI EC INC (ARSS.PK) ARSS
Oil and Gas Industry
United States, Europe and Russia $4.10
$4.35 UP $0.25 (6.10%) on Monday
220,081 $9
300-400%
Can you make some fast money on this one? We say hell yes.. Put it on your radar now! We feel this is a Stock Alert! This stock is exploding and there is plenty of time for you to join in the profits! Trade at the Top and Enjoy the Ride.Hello conan,

Elevate your lifestyle with our exclusive luxury offer. Experience opulence like never before.

Explore luxury https://www.englishfuc.com now!",0.3436779990143472,0.19538708762642973,1,0.14838601181095112,0.7248657529468533,0.27748206433695904,0.3769633507853403,0.07853403141361257,0.06282722513089005,0.02617801047120419,0.041884816753926704,0.09461538461538462,0.06251705010457397,0.06470028544243578,0.05720406581886139,spam
"
MAJOR INVESTOR ALERT FOR
TUESDAY AUGUST 29, 2006
Company Name: GAMING TRANSACTIONS (Other OTC:GGTS.PK)
Stock Symbol: GGTS
Trading at: 0.12 (Up 50% On Monday ONLY!)
4-day Target: 0.50
Current Rating: Strong Buy
Gaming Transactions Inc. to Build and Sell White Label Versions of Keno.com LONDON--(BUSINESS WIRE)Keno.com Ltd. (UK), a wholly owned subsidiary of Gaming Transactions Inc. (Pink Sheets: GGTS - News) and a leading provider of online gaming portal management, is pleased to announce that it has begun its sub-licensing program for white label Keno.com-style websites.
The company intends to build and sell turn-key websites, drawing from a stable of over 200 keno-related URL's that it has available for licensing. Operators will be charged a nominal set-up fee, as well as an ongoing percentage of licensing fees.
The software handles all operations in real time with the security needed in today's world. Keno, the game, is one of the highest grossing products for many North American public gaming corporations such as the New York Lottery Corporation and the British Columbia Lottery Corporation. Easy to play, quick, and profitable, Keno has become a favorite to gamblers who want the excitement of a lottery draw without having to wait for a weekly offering.
The company is still on track to launch the new version of Keno.com for cash before the end of the quarter, utilizing casino software provided by RedFelt Software Ltd. (UK),
a subsidiary of CYOP Systems International Inc. (NASDAQ: CYOS - News),
The site will feature over 40 games and be available in 10 languages.
STAY TUNED FOR MORE BREAKING NEWS!
IS THERE A LIMIT TO HOW FAR THIS STOCK CAN GO? IT WILL CONTINUE EXPLODING ON TUESDAY!
YOU KNOW WHAT TO DO!Hi Angel College,

Wishing you all the best as you move on to new adventures. You'll be missed!",0.22259356550636336,0.05845918886814866,0,0.19227370028895815,0.751509641653514,0.11115307625486272,0.3955431754874652,0.022284122562674095,0.08913649025069638,0.09749303621169916,0.011142061281337047,0.202603550295858,0.15259406411538812,0.2050428163653663,0.19855052645972926,spam
"
RXEE.ORG
Your personal online doctor
-lowest prices on internet
-fasted delivery on internet -phone consultation
-full on line tracking of order
-a lot of drugs
Do not dick on image. Type
RXEE.ORG in your browserWhat if you could earn income without any risk? Discover the secret to 100% risk-free income and unlock your earning potential.

Curious? Click here http://uguv1421dpxx.com/id=iits to learn more about this incredible opportunity. Don't wait, start earning now!",0.26521458433227313,0.04103266533662866,1,0.048375194883381725,0.5913502407538466,0.23839031858278048,0.34146341463414637,0.06097560975609756,0.13414634146341464,0.0975609756097561,0.04878048780487805,0.07384615384615384,0.06842775302355186,0.04162702188392008,0.04485163407630247,spam
"
Punniks
200
0
Stickfiesel? CusHole
LOTHi Clever,

I have a quick question regarding Environment. Could you provide some insights?",0.1565649639216309,0.14929577464788735,0,0.1082216509972531,0.3831344868511462,0.6071618037135279,0.43478260869565216,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.018461538461538463,0.02046012548876966,0.004519505233111323,0.005059483112265828,ham
"
WATCH OUT!
HERE COMES THE BIG ONE!
TUESDAY AUG 22nd IS SURE TO BE A BIG DAY!
Company Name: WILD BRUSH ENERGY (Other OTC:WBRS.PK)
Symbol: WBRS
Monday Close: $0.053 Up 17%
1-day Target: $0.1
WILD BRUSH MAKES A MOVE!Subject: Your Health Journey Begins: Join Our Fitness Challenge

Hello Lauren,

Ready to transform your health? Our Fitness Challenge provides expert guidance, personalized workouts, and a supportive community to help you achieve your fitness goals.

Commit to a healthier you,
Nathan
FitFusion",0.28076256114978215,0.13371964067871797,0,0.3142945067174781,0.5967873386180902,0.35514526201466196,0.5096153846153846,0.0673076923076923,0.0673076923076923,0.038461538461538464,0.009615384615384616,0.10769230769230767,0.07638446849140675,0.019505233111322552,0.01907561876111035,spam
"
GRACELAND
WE WILL ALWAYS LOVE YOU
ELVIS PRESLEY BLVDHello Jennis,

Your opinions count! Share your buying judgments and help us improve your shopping experience.

Give feedback www.hollysiht.com and make a difference today!",0.13232695255074908,0.0,1,0.2734568981143847,0.5207182566948948,0.35237068965517243,0.5555555555555556,0.1111111111111111,0.1388888888888889,0.0,0.0,0.05846153846153846,0.06274438483222697,0.006184586108468126,0.007338529559232418,spam
"
VGR 100
Viagra
$3.33
Valium
$1.21
Cia Cialis
$3.75
AMB 5
Ambien
$2.89
SOMA Soma
$1.13
Xanax
$1.42
www.33rx.com
File Edit View Favorite
Back ??Address
www.33rx.comSubject: Reconnecting and Weekend Plans

Hey Daniel,

Hope you're doing awesome. It's been too long since we hung out. Let's change that this weekend.

I heard about a charity run happening on Sunday. How about we join forces for a good cause and catch up afterward?

Take care,
Sophia",0.36321490569578685,0.346579476861167,2,0.09552160348662075,0.47585398391975936,0.6795720443349754,0.3655913978494624,0.053763440860215055,0.0967741935483871,0.03225806451612903,0.043010752688172046,0.07032967032967034,0.048194962262435206,0.012083729781160802,0.010255709011349652,spam
"
SANAM LUANG MUSIC
getsunovaSubject: Exploring New Avenues: Stock Market Insights

Hello Amily,

I hope this email finds you in high spirits. Lately, I've been captivated by the dynamics of the stock market and the potential it holds for growth. Have you ever considered dipping your toes into the world of stock investing? It could be an exciting journey to embark on together. Let's discuss!

Warm regards",0.1337952384213058,0.0,0,0.087129037731229,0.7172979940798042,0.22163856646615265,0.33766233766233766,0.09090909090909091,0.15584415584415584,0.05194805194805195,0.03896103896103896,0.06615384615384616,0.05342366099845411,0.014509990485252143,0.013127307534527554,ham
"
CAUTION POWER RESCUE BOAT KEEP CLEAR
TRAINING AREA
NO EXCUSESAre you ready to experience the thrill of pure profit? Our program guarantees 100% satisfaction as you earn extra income and achieve your financial goals. Say goodbye to financial limitations and hello to big rewards and a life of abundance.",0.049671665111523815,0.03202714637660949,0,0.22480218951465963,0.7302822855213249,0.11164219870262888,0.4716981132075472,0.07547169811320754,0.07547169811320754,0.09433962264150944,0.0,0.11076923076923077,0.09911794125670637,0.060894386298763085,0.059483112265827975,spam
"
Issue 600
$$$ PENNY STOCK ALERTS $$$
FTRM.PK
Forest Resources Management Announces $26 Million in New Orders
Current Price - 0.7$
3 days target - 3$
FTRM IS GOING THROUG THE ROOF ON WEDNESDAY
GET READY FOR AN AMAZING TRADING DAY ON WEDNESDAY OCTOBER 04 2006.Ready to claim your share of financial freedom? Our program guarantees 100% satisfaction as you earn extra income and double your cash. Say goodbye to financial worries and hello to a life of big rewards and pure profit.",0.19799519514977984,0.18233408803552,0,0.309520172517534,0.7621798333427008,0.18832337484702324,0.48936170212765956,0.0425531914893617,0.05319148936170213,0.06382978723404255,0.0,0.2369230769230769,0.1791397653905611,0.10941960038058993,0.09831806372213865,spam
